Reserve Number,Charter ID,Charter Date,Status,Total Billed,Charges (itemized),Total Paid,Payments (itemized),Balance Owing
006787,5735,2012-11-24,closed,365.62,2026-03-03 17:28:56.010309: $292.50; 2026-03-03 17:28:56.010309: $43.88; 2026-03-03 17:28:56.010309: $14.62; 2026-03-03 17:28:56.010309: $14.62,365.62,2025-07-24: $365.62 (bank_transfer),0.00
006788,5736,2012-09-26,closed,127.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $30.00,127.50,2025-07-24: $0.01 (bank_transfer); 2025-07-24: $127.49 (bank_transfer),0.00
006790,5737,2012-09-26,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $0.00,82.50,2025-07-24: $82.50 (bank_transfer),0.00
006791,5738,2012-09-27,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006792,5739,2012-09-27,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006793,5740,2012-09-28,closed,275.00,2026-03-03 17:28:56.010309: $250.00; 2026-03-03 17:28:56.010309: $12.50; 2026-03-03 17:28:56.010309: $12.50,275.00,2025-07-24: $275.00 (bank_transfer),0.00
006794,5741,2012-10-16,closed,194.25,2026-03-03 17:28:56.010309: $168.91; 2026-03-03 17:28:56.010309: $16.89; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $8.45,194.25,2025-07-24: $194.25 (bank_transfer),0.00
006795,5742,2012-09-28,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
006796,5743,2012-09-28,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006797,5744,2012-09-28,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006798,5745,2012-09-28,closed,1025.01,2026-03-03 17:28:56.010309: $961.91; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $48.10,1025.01,2025-07-24: $1025.01 (bank_transfer),0.00
006800,5746,2012-09-29,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006801,5747,2012-09-04,closed,0.00,,0.00,,0.00
006802,5748,2012-09-18,closed,0.00,,0.00,,0.00
006803,5749,2012-09-03,closed,0.00,,0.00,,0.00
006804,5750,2012-09-13,closed,0.00,,0.00,,0.00
006805,5751,2012-09-12,closed,0.00,,0.00,,0.00
006806,5752,2012-09-16,closed,0.00,,0.00,,0.00
006807,5753,2012-09-17,closed,0.00,,0.00,,0.00
006808,5754,2012-09-24,closed,0.00,,0.00,,0.00
006809,5755,2012-09-25,closed,0.00,,0.00,,0.00
006810,5756,2012-10-01,closed,261.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,261.00,2025-07-24: $261.00 (bank_transfer),0.00
006811,5757,2012-10-04,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006812,5701,2013-05-11,closed,965.26,2026-03-03 17:28:56.010309: $877.50; 2026-03-03 17:28:56.010309: $43.88; 2026-03-03 17:28:56.010309: $43.88,965.26,2025-07-24: $965.26 (bank_transfer),0.00
006813,5702,2012-10-06,closed,750.00,2026-03-03 17:28:56.010309: $600.00; 2026-03-03 17:28:56.010309: $90.00; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $30.00,750.00,2025-07-24: $750.00 (bank_transfer),0.00
006814,5703,2012-09-30,closed,0.00,,0.00,,0.00
006815,5758,2012-10-04,closed,275.00,2026-03-03 17:28:56.010309: $250.00; 2026-03-03 17:28:56.010309: $12.50; 2026-03-03 17:28:56.010309: $12.50,275.00,2025-07-24: $275.00 (bank_transfer),0.00
006816,5759,2012-10-06,closed,275.00,2026-03-03 17:28:56.010309: $250.00; 2026-03-03 17:28:56.010309: $12.50; 2026-03-03 17:28:56.010309: $12.50,275.00,2025-07-24: $275.00 (bank_transfer),0.00
006817,5760,2012-10-02,closed,0.00,,0.00,,0.00
006818,5761,2012-10-12,closed,378.00,2026-03-03 17:28:56.010309: $315.00; 2026-03-03 17:28:56.010309: $31.50; 2026-03-03 17:28:56.010309: $15.75; 2026-03-03 17:28:56.010309: $15.75,378.00,2025-07-24: $210.00 (bank_transfer); 2025-07-24: $168.00 (bank_transfer),0.00
006819,5762,2012-10-02,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006820,5763,2012-10-06,closed,951.62,2026-03-03 17:28:56.010309: $700.00; 2026-03-03 17:28:56.010309: $70.00; 2026-03-03 17:28:56.010309: $35.00; 2026-03-03 17:28:56.010309: $111.62; 2026-03-03 17:28:56.010309: $35.00,951.62,2025-07-24: $689.12 (bank_transfer); 2025-07-24: $262.50 (bank_transfer),0.00
006821,5764,2012-10-03,closed,265.65,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $34.65; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,265.65,2025-07-24: $265.65 (bank_transfer),0.00
006822,5765,2012-12-14,closed,165.00,2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $7.50; 2026-03-03 17:28:56.010309: $7.50,165.00,2025-07-24: $82.50 (bank_transfer); 2025-07-24: $82.50 (bank_transfer),0.00
006823,5766,2012-12-28,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
006824,5767,2012-12-14,closed,165.00,2026-03-03 17:28:56.010309: $150.00; 2026-03-03 17:28:56.010309: $7.50; 2026-03-03 17:28:56.010309: $7.50,165.00,2012-12-28: $82.50 (check); 2025-07-24: $82.50 (bank_transfer),0.00
006825,5768,2012-10-05,closed,1038.54,2026-03-03 17:28:56.010309: $780.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $180.54; 2026-03-03 17:28:56.010309: $39.00,1038.54,2025-07-24: $843.54 (bank_transfer); 2025-07-24: $195.00 (bank_transfer),0.00
006826,5769,2012-12-15,closed,858.00,2026-03-03 17:28:56.010309: $780.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $0.00,858.00,2025-07-24: $858.00 (bank_transfer),0.00
006827,5770,2012-12-15,closed,858.00,2026-03-03 17:28:56.010309: $780.00; 2026-03-03 17:28:56.010309: $39.00; 2026-03-03 17:28:56.010309: $39.00,858.00,2025-07-24: $858.00 (bank_transfer),0.00
006828,5771,2012-10-04,closed,0.00,,0.00,,0.00
006829,5772,2012-10-05,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
006830,5773,2012-10-04,closed,691.30,2026-03-03 17:28:56.010309: $525.00; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $113.80; 2026-03-03 17:28:56.010309: $26.25,691.30,2025-07-24: $691.30 (bank_transfer),0.00
006831,5774,2012-10-04,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
006832,5775,2012-10-12,closed,225.01,2026-03-03 17:28:56.010309: $187.50; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $9.38; 2026-03-03 17:28:56.010309: $9.38,225.01,2025-07-24: $225.01 (bank_transfer),0.00
006833,5776,2012-10-12,closed,225.01,2026-03-03 17:28:56.010309: $187.50; 2026-03-03 17:28:56.010309: $18.75; 2026-03-03 17:28:56.010309: $9.38; 2026-03-03 17:28:56.010309: $9.38,225.01,2025-07-24: $225.01 (bank_transfer),0.00
006835,5778,2012-10-05,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
006836,5779,2012-10-05,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
006837,5780,2012-10-06,closed,632.50,2026-03-03 17:28:56.010309: $525.00; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $55.00; 2026-03-03 17:28:56.010309: $26.25,632.50,2025-07-24: $632.50 (bank_transfer),0.00
006838,5781,2012-10-06,closed,495.00,2026-03-03 17:28:56.010309: $450.00; 2026-03-03 17:28:56.010309: $22.50; 2026-03-03 17:28:56.010309: $22.50,495.00,2025-07-24: $495.00 (bank_transfer),0.00
006839,5782,2012-10-07,closed,840.00,2026-03-03 17:28:56.010309: $545.46; 2026-03-03 17:28:56.010309: $27.27; 2026-03-03 17:28:56.010309: $137.17; 2026-03-03 17:28:56.010309: $102.83; 2026-03-03 17:28:56.010309: $27.27,840.00,2025-07-24: $340.00 (bank_transfer); 2025-07-24: $500.00 (bank_transfer),0.00
006840,5783,2012-10-07,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006841,5784,2012-10-08,closed,246.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,246.00,2025-07-24: $246.00 (bank_transfer),0.00
006842,5785,2012-10-09,closed,250.01,2026-03-03 17:28:56.010309: $218.34; 2026-03-03 17:28:56.010309: $9.83; 2026-03-03 17:28:56.010309: $10.92; 2026-03-03 17:28:56.010309: $10.92,250.01,2025-07-24: $250.00 (bank_transfer); 2025-07-24: $0.01 (bank_transfer),0.00
006843,5786,2012-10-20,closed,1606.61,2026-03-03 17:28:56.010309: $800.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $339.14; 2026-03-03 17:28:56.010309: $113.91; 2026-03-03 17:28:56.010309: $40.00; 2026-03-03 17:28:56.010309: $256.60; 2026-03-03 17:28:56.010309: $56.96,1606.61,2025-07-24: $1356.61 (bank_transfer); 2025-07-24: $250.00 (bank_transfer),0.00
006844,5787,2012-10-09,closed,655.00,2026-03-03 17:28:56.010309: $525.00; 2026-03-03 17:28:56.010309: $52.50; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $82.13; 2026-03-03 17:28:56.010309: $26.25; 2026-03-03 17:28:56.010309: $-30.88,655.00,2025-07-24: $280.00 (bank_transfer); 2025-07-24: $375.00 (bank_transfer),0.00
006845,5788,2012-10-01,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006846,5789,2012-10-13,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006847,5790,2012-10-13,closed,1685.43,2026-03-03 17:28:56.010309: $1237.50; 2026-03-03 17:28:56.010309: $61.88; 2026-03-03 17:28:56.010309: $314.90; 2026-03-03 17:28:56.010309: $61.88; 2026-03-03 17:28:56.010309: $9.27,1685.43,2025-07-24: $1435.43 (bank_transfer); 2025-07-24: $250.00 (bank_transfer),0.00
006848,5791,2012-10-19,closed,1217.14,2026-03-03 17:28:56.010309: $1000.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $152.14; 2026-03-03 17:28:56.010309: $50.00,1217.14,2025-07-24: $717.14 (bank_transfer); 2025-07-24: $500.00 (bank_transfer),0.00
006849,5792,2012-10-05,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
006850,5793,2012-10-13,closed,529.06,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $100.06; 2026-03-03 17:28:56.010309: $19.50,529.06,2025-07-24: $205.00 (bank_transfer); 2025-07-24: $224.00 (bank_transfer); 2025-07-24: $100.06 (bank_transfer),0.00
006851,5794,2012-10-07,closed,240.00,2026-03-03 17:28:56.010309: $225.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $11.25,240.00,2025-07-24: $240.00 (bank_transfer),0.00
006852,5795,2012-10-12,closed,0.00,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.00,,0.00
006853,5796,2012-10-07,closed,0.00,,0.00,,0.00
006854,5797,2012-10-13,closed,550.00,2026-03-03 17:28:56.010309: $500.00; 2026-03-03 17:28:56.010309: $25.00; 2026-03-03 17:28:56.010309: $25.00,550.00,2025-07-24: $550.00 (bank_transfer),0.00
006855,5798,2012-10-07,closed,404.25,2026-03-03 17:28:56.010309: $367.49; 2026-03-03 17:28:56.010309: $0.02; 2026-03-03 17:28:56.010309: $18.37; 2026-03-03 17:28:56.010309: $18.37,404.25,2025-07-24: $404.25 (bank_transfer),0.00
006856,5799,2012-10-15,closed,2955.63,2026-03-03 17:28:56.010309: $2668.75; 2026-03-03 17:28:56.010309: $133.44; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $133.44,2955.63,2025-07-24: $2835.63 (bank_transfer); 2025-07-24: $120.00 (bank_transfer),0.00
006857,5800,2012-11-24,closed,230.00,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $8.75,230.00,2025-07-24: $210.00 (bank_transfer); 2025-07-24: $20.00 (bank_transfer),0.00
006858,5801,2012-11-24,closed,230.00,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $8.75,230.00,2025-07-24: $230.00 (bank_transfer),0.00
006859,5802,2012-10-12,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
006860,5803,2012-10-13,closed,192.50,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $8.75,192.50,2025-07-24: $192.50 (bank_transfer),0.00
006861,5804,2012-10-13,closed,192.50,2026-03-03 17:28:56.010309: $175.00; 2026-03-03 17:28:56.010309: $8.75; 2026-03-03 17:28:56.010309: $8.75,192.50,2025-07-24: $192.50 (bank_transfer),0.00
006862,5805,2012-10-09,closed,0.00,,0.00,,0.00
006863,5806,2012-10-10,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006864,5807,2012-10-11,closed,0.00,,0.00,,0.00
006865,5808,2012-10-12,closed,1363.74,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $275.00; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $249.99; 2026-03-03 17:28:56.010309: $51.25,1363.74,2025-07-24: $1075.00 (bank_transfer); 2025-07-24: $288.74 (bank_transfer),0.00
006866,5809,2012-10-12,closed,61.26,2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $1.88; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $1.88,61.26,2025-07-24: $61.26 (bank_transfer),0.00
006867,5810,2012-10-13,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006868,5811,2012-10-12,closed,536.26,2026-03-03 17:28:56.010309: $487.50; 2026-03-03 17:28:56.010309: $24.38; 2026-03-03 17:28:56.010309: $24.38,536.26,2025-07-24: $536.26 (bank_transfer),0.00
006869,5812,2012-10-20,closed,385.00,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $17.50,385.00,2025-07-24: $50.00 (bank_transfer); 2025-07-24: $385.00 (bank_transfer); 2025-07-24: $-50.00 (bank_transfer),0.00
006870,5813,2012-10-13,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006871,5814,2012-10-15,closed,265.65,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $34.65; 2026-03-03 17:28:56.010309: $10.50,265.65,2025-07-24: $265.65 (bank_transfer),0.00
006872,5815,2012-10-15,closed,250.00,2026-03-03 17:28:56.010309: $227.28; 2026-03-03 17:28:56.010309: $11.36; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $11.36,250.00,2012-10-16: $250.00 (unknown),0.00
006873,5816,2012-10-16,closed,241.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.00; 2026-03-03 17:28:56.010309: $10.50,241.00,2025-07-24: $241.00 (bank_transfer),0.00
006874,5817,2013-05-24,closed,745.00,2026-03-03 17:28:56.010309: $585.00; 2026-03-03 17:28:56.010309: $29.25; 2026-03-03 17:28:56.010309: $101.50; 2026-03-03 17:28:56.010309: $29.25,745.00,2025-07-24: $550.00 (bank_transfer); 2025-07-24: $195.00 (bank_transfer),0.00
006875,5818,2012-10-20,closed,1183.55,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $193.55; 2026-03-03 17:28:56.010309: $45.00,1183.55,2025-07-24: $883.55 (bank_transfer); 2025-07-24: $300.00 (bank_transfer),0.00
006876,5819,2012-10-18,closed,241.50,2026-03-03 17:28:56.010309: $219.78; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $10.73; 2026-03-03 17:28:56.010309: $10.99,241.50,2025-07-24: $241.50 (bank_transfer),0.00
006877,5820,2012-10-17,closed,534.44,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $9.49; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $173.95; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $-39.00,534.44,2025-07-24: $434.44 (bank_transfer); 2025-07-24: $100.00 (bank_transfer),0.00
006878,5821,2012-10-13,closed,231.00,2026-03-03 17:28:56.010309: $210.00; 2026-03-03 17:28:56.010309: $10.50; 2026-03-03 17:28:56.010309: $10.50,231.00,2025-07-24: $125.40 (bank_transfer); 2025-07-24: $105.60 (bank_transfer),0.00
006879,5822,2012-10-13,closed,97.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,97.50,2025-07-24: $97.50 (bank_transfer),0.00
006880,5823,2012-10-14,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2013-03-27: $82.50 (unknown),0.00
006881,5824,2012-10-19,closed,1382.41,2026-03-03 17:28:56.010309: $900.00; 2026-03-03 17:28:56.010309: $45.00; 2026-03-03 17:28:56.010309: $392.41; 2026-03-03 17:28:56.010309: $45.00,1382.41,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $882.41 (bank_transfer),0.00
006882,5825,2012-10-20,closed,270.00,2026-03-03 17:28:56.010309: $225.00; 2026-03-03 17:28:56.010309: $11.25; 2026-03-03 17:28:56.010309: $2.50; 2026-03-03 17:28:56.010309: $20.00; 2026-03-03 17:28:56.010309: $11.25,270.00,2025-07-24: $270.00 (bank_transfer),0.00
006883,5826,2012-10-20,closed,1939.34,2026-03-03 17:28:56.010309: $1475.00; 2026-03-03 17:28:56.010309: $147.50; 2026-03-03 17:28:56.010309: $73.75; 2026-03-03 17:28:56.010309: $169.34; 2026-03-03 17:28:56.010309: $73.75,1939.34,2025-07-24: $500.00 (bank_transfer); 2025-07-24: $1439.34 (bank_transfer),0.00
006884,5827,2012-10-19,closed,373.05,2026-03-03 17:28:56.010309: $274.44; 2026-03-03 17:28:56.010309: $41.17; 2026-03-03 17:28:56.010309: $13.72; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $13.72,373.05,2025-07-24: $41.17 (bank_transfer); 2025-07-24: $150.00 (bank_transfer); 2025-07-24: $181.88 (bank_transfer),0.00
006885,5828,2012-11-21,closed,1037.58,2026-03-03 17:28:56.010309: $750.00; 2026-03-03 17:28:56.010309: $112.50; 2026-03-03 17:28:56.010309: $37.50; 2026-03-03 17:28:56.010309: $100.08; 2026-03-03 17:28:56.010309: $37.50,1037.58,2025-07-24: $200.00 (bank_transfer); 2025-07-24: $837.58 (bank_transfer),0.00
006886,5829,2012-10-13,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006887,5830,2012-10-20,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006888,5831,2012-10-26,closed,350.00,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $3.70; 2026-03-03 17:28:56.010309: $57.56; 2026-03-03 17:28:56.010309: $13.12,350.00,2025-07-24: $50.00 (bank_transfer); 2025-07-24: $300.00 (bank_transfer),0.00
006889,5832,2012-10-19,closed,320.00,2026-03-03 17:28:56.010309: $262.50; 2026-03-03 17:28:56.010309: $13.12; 2026-03-03 17:28:56.010309: $31.26; 2026-03-03 17:28:56.010309: $13.12,320.00,2025-07-24: $320.00 (bank_transfer),0.00
006890,5833,2012-10-19,closed,0.01,2026-03-03 17:28:56.010309: $0.01,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006891,5834,2012-10-20,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006892,5835,2012-10-19,closed,97.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,97.50,2025-07-24: $97.50 (bank_transfer),0.00
006893,5836,2012-10-19,closed,0.01,2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006894,5837,2012-10-19,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006895,5838,2012-10-19,closed,429.00,2026-03-03 17:28:56.010309: $350.00; 2026-03-03 17:28:56.010309: $17.50; 2026-03-03 17:28:56.010309: $15.00; 2026-03-03 17:28:56.010309: $29.00; 2026-03-03 17:28:56.010309: $17.50,429.00,2025-07-24: $429.00 (bank_transfer),0.00
006896,5839,2012-10-26,closed,0.01,2026-03-03 17:28:56.010309: $0.01; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00; 2026-03-03 17:28:56.010309: $0.00,0.01,2025-07-24: $0.01 (bank_transfer),0.00
006897,5840,2012-10-20,closed,82.50,2026-03-03 17:28:56.010309: $75.00; 2026-03-03 17:28:56.010309: $3.75; 2026-03-03 17:28:56.010309: $3.75,82.50,2025-07-24: $82.50 (bank_transfer),0.00
006898,5841,2012-10-26,closed,459.00,2026-03-03 17:28:56.010309: $390.00; 2026-03-03 17:28:56.010309: $19.50; 2026-03-03 17:28:56.010309: $30.00; 2026-03-03 17:28:56.010309: $19.50,459.00,2025-07-24: $30.00 (bank_transfer); 2025-07-24: $429.00 (bank_transfer),0.00
