strict_order,batch_id,processing_priority,classification_bucket,gl_target_hint,receipt_id,receipt_date,vendor_name,gross_amount,payment_method,canonical_pay_method,is_driver_reimbursement,reimbursed_via,recommended_step,receipt_source
1,P1-2012-01-employee_reimbursement_likely,1,employee_reimbursement_likely,liability_reimbursement_queue,217018,2012-01-01,CANADIAN TIRE,8.00,reimbursement,,False,,post reimbursement or owner-draw mapping; no bank link expected,
439,P2-2012-05-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215219,2012-05-29,SHELL,46.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
440,P2-2012-05-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215516,2012-05-30,CENTEX,42.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
441,P2-2012-05-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216962,2012-05-30,CENTEX,136.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
442,P2-2012-05-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217254,2012-05-30,CENTEX,41.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
443,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215522,2012-06-01,CENTEX,37.02,cash,,False,,batch post as fuel cash expenses; verify GST coding,
444,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215524,2012-06-01,CENTEX,71.40,cash,,False,,batch post as fuel cash expenses; verify GST coding,
445,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215526,2012-06-01,CENTEX,65.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
446,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215529,2012-06-01,CENTEX,85.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
447,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217390,2012-06-01,CENTEX,16.61,cash,,False,,batch post as fuel cash expenses; verify GST coding,
448,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214896,2012-06-01,ESSO,11.02,cash,,False,,batch post as fuel cash expenses; verify GST coding,
449,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214899,2012-06-01,ESSO,4.71,cash,,False,,batch post as fuel cash expenses; verify GST coding,
450,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214900,2012-06-01,ESSO,58.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
451,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215531,2012-06-02,CENTEX,27.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
452,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215536,2012-06-02,CENTEX,52.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
453,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214893,2012-06-02,ESSO,3.25,cash,,False,,batch post as fuel cash expenses; verify GST coding,
454,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214894,2012-06-02,ESSO,15.36,cash,,False,,batch post as fuel cash expenses; verify GST coding,
455,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214897,2012-06-02,ESSO,42.12,cash,,False,,batch post as fuel cash expenses; verify GST coding,
456,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217156,2012-06-02,HUSKY,27.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
457,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215551,2012-06-03,CENTEX,29.41,cash,,False,,batch post as fuel cash expenses; verify GST coding,
458,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214895,2012-06-03,ESSO,25.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
459,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216982,2012-06-06,CENTEX,23.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
460,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215311,2012-06-07,CENTEX,20.60,cash,,False,,batch post as fuel cash expenses; verify GST coding,
461,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215542,2012-06-08,CENTEX,60.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
462,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215549,2012-06-08,CENTEX,60.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
463,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215538,2012-06-09,CENTEX,38.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
464,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215539,2012-06-09,CENTEX,30.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
465,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214084,2012-06-09,FAS GAS,142.64,cash,,False,,batch post as fuel cash expenses; verify GST coding,
466,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215544,2012-06-11,CENTEX,41.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
467,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215546,2012-06-11,CENTEX,53.51,cash,,False,,batch post as fuel cash expenses; verify GST coding,
468,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217512,2012-06-12,CENTEX,34.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
469,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214928,2012-06-13,ESSO,30.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
470,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215314,2012-06-15,CENTEX,34.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
471,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215315,2012-06-15,CENTEX,75.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
472,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215316,2012-06-16,CENTEX,40.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
473,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215317,2012-06-16,CENTEX,18.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
474,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215318,2012-06-16,CENTEX,49.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
475,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215319,2012-06-16,CENTEX,10.58,cash,,False,,batch post as fuel cash expenses; verify GST coding,
476,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217288,2012-06-16,CENTEX,3.09,cash,,False,,batch post as fuel cash expenses; verify GST coding,
477,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217394,2012-06-16,CENTEX,6.18,cash,,False,,batch post as fuel cash expenses; verify GST coding,
478,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215320,2012-06-17,CENTEX,41.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
479,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215322,2012-06-17,CENTEX,50.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
480,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215324,2012-06-17,CENTEX,26.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
481,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216964,2012-06-19,CENTEX,86.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
482,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214890,2012-06-19,ESSO,20.02,cash,,False,,batch post as fuel cash expenses; verify GST coding,
483,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215330,2012-06-21,CENTEX,85.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
484,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215331,2012-06-21,CENTEX,34.36,cash,,False,,batch post as fuel cash expenses; verify GST coding,
485,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215332,2012-06-21,CENTEX,23.40,cash,,False,,batch post as fuel cash expenses; verify GST coding,
486,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215333,2012-06-21,CENTEX,30.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
487,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217393,2012-06-21,CENTEX,3.09,cash,,False,,batch post as fuel cash expenses; verify GST coding,
488,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215326,2012-06-22,CENTEX,57.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
489,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215328,2012-06-23,CENTEX,48.71,cash,,False,,batch post as fuel cash expenses; verify GST coding,
490,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215341,2012-06-23,CENTEX,25.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
491,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215599,2012-06-23,CENTEX,37.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
492,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215202,2012-06-23,SHELL,75.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
493,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215307,2012-06-24,CENTEX,40.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
494,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215342,2012-06-25,CENTEX,40.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
495,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215050,2012-06-25,MOHAWK,27.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
496,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215051,2012-06-25,MOHAWK,7.10,cash,,False,,batch post as fuel cash expenses; verify GST coding,
497,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215312,2012-06-27,CENTEX,43.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
498,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215334,2012-06-28,CENTEX,34.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
499,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215335,2012-06-29,CENTEX,42.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
500,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215336,2012-06-29,CENTEX,20.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
501,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217403,2012-06-29,CENTEX,54.49,cash,,False,,batch post as fuel cash expenses; verify GST coding,
502,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217424,2012-06-29,CENTEX,15.45,cash,,False,,batch post as fuel cash expenses; verify GST coding,
503,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217425,2012-06-29,CENTEX,6.18,cash,,False,,batch post as fuel cash expenses; verify GST coding,
504,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215337,2012-06-30,CENTEX,17.08,cash,,False,,batch post as fuel cash expenses; verify GST coding,
505,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215338,2012-06-30,CENTEX,50.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
506,P2-2012-06-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215001,2012-06-30,FAS GAS,60.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
507,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214058,2012-07-01,PETRO-CANADA,51.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
508,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215339,2012-07-02,CENTEX,60.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
509,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215555,2012-07-06,CENTEX,58.15,cash,,False,,batch post as fuel cash expenses; verify GST coding,
510,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215607,2012-07-06,CENTEX,35.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
511,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,221461,2012-07-06,CENTEX,42.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
512,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214057,2012-07-06,PETRO-CANADA,65.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
513,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215613,2012-07-07,CENTEX,100.08,cash,,False,,batch post as fuel cash expenses; verify GST coding,
514,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216944,2012-07-07,CENTEX,81.19,cash,,False,,batch post as fuel cash expenses; verify GST coding,
515,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216942,2012-07-08,CENTEX,33.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
516,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,221468,2012-07-08,CENTEX,40.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
517,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214902,2012-07-08,ESSO,100.03,cash,,False,,batch post as fuel cash expenses; verify GST coding,
518,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214903,2012-07-08,ESSO,150.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
519,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216940,2012-07-09,CENTEX,36.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
520,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216939,2012-07-10,CENTEX,60.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
521,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215614,2012-07-11,CENTEX,62.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
522,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215046,2012-07-11,MOHAWK,28.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
523,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216943,2012-07-12,CENTEX,92.18,cash,,False,,batch post as fuel cash expenses; verify GST coding,
524,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215193,2012-07-12,SHELL,20.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
525,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215194,2012-07-12,SHELL,5.55,cash,,False,,batch post as fuel cash expenses; verify GST coding,
526,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215217,2012-07-12,SHELL,8.97,cash,,False,,batch post as fuel cash expenses; verify GST coding,
527,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216947,2012-07-13,CENTEX,69.75,cash,,False,,batch post as fuel cash expenses; verify GST coding,
528,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216948,2012-07-13,CENTEX,23.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
529,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216949,2012-07-13,CENTEX,3.09,cash,,False,,batch post as fuel cash expenses; verify GST coding,
530,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,217282,2012-07-13,CENTEX,9.72,cash,,False,,batch post as fuel cash expenses; verify GST coding,
531,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215230,2012-07-13,SHELL,53.13,cash,,False,,batch post as fuel cash expenses; verify GST coding,
532,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216945,2012-07-14,CENTEX,3.04,cash,,False,,batch post as fuel cash expenses; verify GST coding,
533,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216946,2012-07-14,CENTEX,55.62,cash,,False,,batch post as fuel cash expenses; verify GST coding,
534,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214027,2012-07-14,FAS GAS,40.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
535,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214033,2012-07-14,FAS GAS,60.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
536,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,216934,2012-07-16,CENTEX,62.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
537,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215362,2012-07-19,CENTEX,6.48,cash,,False,,batch post as fuel cash expenses; verify GST coding,
538,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215363,2012-07-19,CENTEX,106.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
539,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215585,2012-07-19,CENTEX,15.45,cash,,False,,batch post as fuel cash expenses; verify GST coding,
540,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215587,2012-07-19,CENTEX,122.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
541,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215580,2012-07-20,CENTEX,53.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
542,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215581,2012-07-20,CENTEX,70.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
543,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215591,2012-07-20,CENTEX,41.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
544,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214901,2012-07-20,ESSO,46.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
545,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214929,2012-07-20,ESSO,36.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
546,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215570,2012-07-21,CENTEX,20.02,cash,,False,,batch post as fuel cash expenses; verify GST coding,
547,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215572,2012-07-21,CENTEX,38.03,cash,,False,,batch post as fuel cash expenses; verify GST coding,
548,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,214898,2012-07-21,ESSO,20.50,cash,,False,,batch post as fuel cash expenses; verify GST coding,
549,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215231,2012-07-21,SHELL,47.01,cash,,False,,batch post as fuel cash expenses; verify GST coding,
550,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215569,2012-07-22,CENTEX,25.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
551,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215044,2012-07-22,MOHAWK,37.00,cash,,False,,batch post as fuel cash expenses; verify GST coding,
552,P2-2012-07-fuel_cash_likely,2,fuel_cash_likely,expense_fuel_cash_queue,215565,2012-07-23,CENTEX,150.02,cash,,False,,batch post as fuel cash expenses; verify GST coding,
